DotProduct, 768000,ip,16,ts,2560,op,10, 130744, 1
DotProduct, 768000,ip,16,ts,1920,op,4, 147865, 1
DotProduct, 768000,ip,16,ts,1920,op,8, 136181, 1
DotProduct, 768000,ip,16,ts,1920,op,10, 133540, 1
DotProduct, 768000,ip,16,ts,3840,op,10, 127148, 1
DotProduct, 768000,ip,16,ts,3200,op,10, 129832, 1
DotProduct, 768000,ip,16,ts,3200,op,12, 127442, 1
DotProduct, 768000,ip,16,ts,3200,op,16, 125941, 1
DotProduct, 768000,ip,16,ts,1920,op,6, 50000001, 0
DotProduct, 768000,ip,16,ts,3840,op,12, 50000001, 0
DotProduct, 768000,ip,16,ts,3200,op,14, 50000001, 0
DotProduct, 768000,ip,16,ts,3840,op,14, 50000001, 0
DotProduct, 768000,ip,16,ts,3840,op,16, 50000001, 0
