MatMult_inner, 32,96,96,tsn,48,tsm,16,ip,2,mp,8,tsp,48,op,2, 9588, 1
MatMult_inner, 48,1920,384,tsn,192,tsm,8,fpga,false,ip,16,mp,1,tsp,192,op,5, 607689, 1
MatMult_inner, 256,4224,384,tsn,384,tsm,64,fpga,false,ip,16,mp,1,tsp,192,op,11, 2177990, 1

