TPCHQ, 6,96000,ip,16,ts,2000,op,1, 35944, 0
TPCHQ, 6,96000,ip,16,ts,4000,op,1, 33618, 0
TPCHQ, 6,96000,ip,16,ts,2000,op,2, 38314, 0
TPCHQ, 6,96000,ip,16,ts,4000,op,2, 35419, 0
TPCHQ, 6,96000,ip,16,ts,2000,op,4, 36445, 0
TPCHQ, 6,96000,ip,16,ts,4000,op,4, 32538, 0
TPCHQ, 6,96000,ip,16,ts,2000,op,6, 34249, 0
TPCHQ, 6,96000,ip,16,ts,4000,op,8, 32189, 0
TPCHQ, 6,96000,ip,16,ts,2000,op,8, 32745, 0
TPCHQ, 6,96000,ip,16,ts,3000,op,1, 33994, 0
TPCHQ, 6,96000,ip,16,ts,4000,op,6, 32055, 0
TPCHQ, 6,96000,ip,16,ts,3000,op,2, 35788, 0
TPCHQ, 6,96000,ip,16,ts,3000,op,4, 33659, 0
TPCHQ, 6,96000,ip,16,ts,3000,op,8, 32669, 0
